year_month,state_final,district_norm,demo_age_5_17,demo_age_17_,total_demographic_updates
2025-06,west bengal,murshidabad,2378,25024,27402
2025-06,west bengal,north 24 parganas,96,935,1031
2025-06,west bengal,puruliya,160,1276,1436
2025-06,west bengal,south 24 parganas,1770,15535,17305
2025-06,west bengal,uttar dinajpur,1323,13647,14970
2025-07,andaman and nicobar islands,north and middle andaman,40,398,438
2025-07,andhra pradesh,anakapalli,84,472,556
2025-07,andhra pradesh,ananthapuramu,1146,5298,6444
2025-07,andhra pradesh,annamayya,698,3056,3754
2025-07,andhra pradesh,bapatla,160,896,1056
2025-07,andhra pradesh,chittoor,1585,8823,10408
2025-07,andhra pradesh,cuddapah,136,1526,1662
2025-07,andhra pradesh,dr. b. r. ambedkar konaseema,56,406,462
2025-07,andhra pradesh,east godavari,212,1861,2073
2025-07,andhra pradesh,guntur,811,6107,6918
2025-07,andhra pradesh,kakinada,275,1577,1852
2025-07,andhra pradesh,krishna,101,847,948
2025-07,andhra pradesh,kurnool,2290,12045,14335
2025-07,andhra pradesh,n. t. r,265,2096,2361
2025-07,andhra pradesh,nandyal,790,3142,3932
2025-07,andhra pradesh,palnadu,236,1289,1525
2025-07,andhra pradesh,parvathipuram manyam,70,310,380
2025-07,andhra pradesh,prakasam,232,1052,1284
2025-07,andhra pradesh,sri potti sriramulu nellore,176,1050,1226
2025-07,andhra pradesh,sri sathya sai,324,1240,1564
2025-07,andhra pradesh,srikakulam,597,3876,4473
2025-07,andhra pradesh,tirupati,786,4134,4920
2025-07,andhra pradesh,visakhapatnam,317,2087,2404
2025-07,andhra pradesh,vizianagaram,134,1302,1436
2025-07,andhra pradesh,west godavari,701,5709,6410
2025-07,andhra pradesh,y. s. r,770,4338,5108
2025-07,assam,barpeta,678,5327,6005
2025-07,assam,bongaigaon,636,5760,6396
2025-07,assam,cachar,154,1628,1782
2025-07,assam,dhubri,695,5012,5707
2025-07,assam,goalpara,917,5700,6617
2025-07,assam,hailakandi,76,703,779
2025-07,assam,hojai,406,3022,3428
2025-07,assam,kamrup,332,2750,3082
2025-07,assam,marigaon,105,1023,1128
2025-07,assam,nagaon,438,3856,4294
2025-07,assam,south salmara mankachar,300,4930,5230
2025-07,bihar,darbhanga,237,2356,2593
2025-07,bihar,kishanganj,391,5533,5924
2025-07,chandigarh,chandigarh,2093,9487,11580
2025-07,chhattisgarh,balod,719,4683,5402
2025-07,chhattisgarh,baloda bazar,1030,9217,10247
2025-07,chhattisgarh,balrampur,494,7518,8012
2025-07,chhattisgarh,bastar,662,4730,5392
2025-07,chhattisgarh,bilaspur,1952,15090,17042
2025-07,chhattisgarh,dhamtari,545,4283,4828
2025-07,chhattisgarh,durg,1239,5414,6653
2025-07,chhattisgarh,janjgir-champa,736,7424,8160
2025-07,chhattisgarh,jashpur,544,5341,5885
2025-07,chhattisgarh,kabeerdham,326,2027,2353
2025-07,chhattisgarh,khairagarh chhuikhadan gandai,177,1446,1623
2025-07,chhattisgarh,korba,1601,14188,15789
2025-07,chhattisgarh,mahasamund,1133,9115,10248
2025-07,chhattisgarh,mohla-manpur-ambagarh chouki,667,2692,3359
2025-07,chhattisgarh,mungeli,912,13253,14165
2025-07,chhattisgarh,narayanpur,982,8844,9826
2025-07,chhattisgarh,raigarh,423,3506,3929
2025-07,chhattisgarh,raipur,1036,7955,8991
2025-07,chhattisgarh,rajnandgaon,296,1606,1902
2025-07,chhattisgarh,surguja,1582,18539,20121
2025-07,delhi,east delhi,5307,29255,34562
2025-07,delhi,north delhi,1580,11062,12642
2025-07,delhi,north east delhi,3766,14156,17922
2025-07,delhi,north west delhi,7309,36464,43773
2025-07,delhi,shahdara,1628,5274,6902
2025-07,delhi,south delhi,2403,16846,19249
2025-07,delhi,south west delhi,3080,20026,23106
2025-07,delhi,west delhi,4194,23893,28087
2025-07,gujarat,ahmedabad,1283,10925,12208
2025-07,gujarat,gandhinagar,824,7150,7974
2025-07,gujarat,kachchh,766,6658,7424
2025-07,gujarat,morbi,868,4646,5514
2025-07,gujarat,narmada,158,761,919
2025-07,gujarat,patan,124,1009,1133
2025-07,gujarat,rajkot,1052,11434,12486
2025-07,gujarat,surat,3862,34016,37878
2025-07,gujarat,surendra nagar,152,1187,1339
2025-07,gujarat,vadodara,236,2371,2607
2025-07,haryana,ambala,107,578,685
2025-07,haryana,bhiwani,246,1395,1641
2025-07,haryana,charkhi dadri,144,747,891
2025-07,haryana,faridabad,2311,15174,17485
2025-07,haryana,fatehabad,902,6701,7603
2025-07,haryana,gurgaon,2382,18348,20730
2025-07,haryana,hisar,1093,8506,9599
2025-07,haryana,jhajjar,539,3838,4377
2025-07,haryana,jind,462,3543,4005
2025-07,haryana,kaithal,411,2404,2815
2025-07,haryana,karnal,314,2261,2575
2025-07,haryana,kurukshetra,388,2419,2807
2025-07,haryana,mahendragarh,212,1577,1789
2025-07,haryana,mewat,1622,12726,14348
2025-07,haryana,palwal,1715,11772,13487
2025-07,haryana,panchkula,820,3873,4693
2025-07,haryana,panipat,2228,12256,14484
2025-07,haryana,rewari,112,716,828
2025-07,haryana,rohtak,202,1053,1255
2025-07,haryana,sirsa,406,3486,3892
2025-07,haryana,sonipat,695,4617,5312
2025-07,haryana,yamuna nagar,1145,8086,9231
2025-07,himachal pradesh,sirmaur,83,744,827
2025-07,jammu and kashmir,anantnag,350,1813,2163
2025-07,jammu and kashmir,bandipore,522,2274,2796
2025-07,jammu and kashmir,baramula,80,686,766
2025-07,jammu and kashmir,budgam,558,1851,2409
2025-07,jammu and kashmir,ganderbal,82,714,796
2025-07,jammu and kashmir,kathua,78,1086,1164
2025-07,jammu and kashmir,kishtwar,260,1102,1362
2025-07,jammu and kashmir,kupwara,635,4063,4698
2025-07,jammu and kashmir,pulwama,344,2267,2611
2025-07,jammu and kashmir,punch,650,3131,3781
2025-07,jammu and kashmir,srinagar,252,2791,3043
2025-07,karnataka,ballari,656,2476,3132
2025-07,karnataka,bangalore rural,588,3585,4173
2025-07,karnataka,belagavi,106,692,798
2025-07,karnataka,bengaluru,3388,23004,26392
2025-07,karnataka,bidar,309,1778,2087
2025-07,karnataka,chamrajanagar,50,253,303
2025-07,karnataka,chitradurga,497,3245,3742
2025-07,karnataka,dakshina kannada,42,273,315
2025-07,karnataka,davangere,91,536,627
2025-07,karnataka,dharwad,729,3577,4306
2025-07,karnataka,hassan,604,3475,4079
2025-07,karnataka,haveri,1080,5192,6272
2025-07,karnataka,kalaburagi,452,1867,2319
2025-07,karnataka,kolar,598,3862,4460
2025-07,karnataka,koppal,272,1040,1312
2025-07,karnataka,raichur,945,3455,4400
2025-07,karnataka,ramanagar,458,3705,4163
2025-07,karnataka,shivamogga,175,738,913
2025-07,karnataka,tumakuru,98,586,684
2025-07,karnataka,vijayanagara,116,920,1036
2025-07,karnataka,vijayapura,160,605,765
2025-07,karnataka,yadgir,330,1152,1482
2025-07,madhya pradesh,agar malwa,99,793,892
2025-07,madhya pradesh,anuppur,660,2395,3055
2025-07,madhya pradesh,ashok nagar,1227,5315,6542
2025-07,madhya pradesh,balaghat,1087,5213,6300
2025-07,madhya pradesh,barwani,3102,10960,14062
2025-07,madhya pradesh,betul,1428,3146,4574
2025-07,madhya pradesh,bhind,1250,4766,6016
2025-07,madhya pradesh,bhopal,927,6391,7318
2025-07,madhya pradesh,burhanpur,619,2114,2733
2025-07,madhya pradesh,chhatarpur,1082,2792,3874
2025-07,madhya pradesh,chhindwara,3236,11251,14487
2025-07,madhya pradesh,damoh,1363,5469,6832
2025-07,madhya pradesh,datia,652,2765,3417
2025-07,madhya pradesh,dewas,1181,6716,7897
2025-07,madhya pradesh,dhar,2797,10775,13572
2025-07,madhya pradesh,dindori,1309,4380,5689
2025-07,madhya pradesh,guna,1144,7682,8826
2025-07,madhya pradesh,gwalior,1007,5637,6644
2025-07,madhya pradesh,harda,230,1046,1276
2025-07,madhya pradesh,indore,4567,29131,33698
2025-07,madhya pradesh,jabalpur,1453,8464,9917
2025-07,madhya pradesh,katni,1424,4910,6334
2025-07,madhya pradesh,khandwa,718,2184,2902
2025-07,madhya pradesh,khargone,238,1147,1385
2025-07,madhya pradesh,mandla,1369,4131,5500
2025-07,madhya pradesh,mandsaur,1386,4438,5824
2025-07,madhya pradesh,morena,3786,15182,18968
2025-07,madhya pradesh,narmadapuram,80,532,612
2025-07,madhya pradesh,narsinghpur,550,2154,2704
2025-07,madhya pradesh,neemuch,765,3453,4218
2025-07,madhya pradesh,panna,802,3370,4172
2025-07,madhya pradesh,raisen,494,1906,2400
2025-07,madhya pradesh,rajgarh,917,2936,3853
2025-07,madhya pradesh,ratlam,3394,13641,17035
2025-07,madhya pradesh,rewa,381,1135,1516
2025-07,madhya pradesh,sagar,2160,11218,13378
2025-07,madhya pradesh,satna,1972,7002,8974
2025-07,madhya pradesh,sehore,390,1618,2008
2025-07,madhya pradesh,seoni,2356,9342,11698
2025-07,madhya pradesh,shahdol,845,3143,3988
2025-07,madhya pradesh,shajapur,85,511,596
2025-07,madhya pradesh,sheopur,993,4275,5268
2025-07,madhya pradesh,shivpuri,1350,7429,8779
2025-07,madhya pradesh,singrauli,2102,7229,9331
2025-07,madhya pradesh,tikamgarh,1720,4914,6634
2025-07,madhya pradesh,ujjain,1128,6079,7207
2025-07,madhya pradesh,umaria,1092,3990,5082
2025-07,madhya pradesh,vidisha,2087,6743,8830
2025-07,maharashtra,amravati,312,1704,2016
2025-07,maharashtra,beed,476,2617,3093
2025-07,maharashtra,buldhana,92,849,941
2025-07,maharashtra,chandrapur,159,1469,1628
2025-07,maharashtra,chatrapati sambhaji nagar,292,2052,2344
2025-07,maharashtra,dhule,396,2756,3152
2025-07,maharashtra,gadchiroli,471,3554,4025
2025-07,maharashtra,jalgaon,256,2016,2272
2025-07,maharashtra,kolhapur,107,626,733
2025-07,maharashtra,latur,666,4852,5518
2025-07,maharashtra,mumbai city,178,1186,1364
2025-07,maharashtra,mumbai suburban,3125,23138,26263
2025-07,maharashtra,nagpur,611,4251,4862
2025-07,maharashtra,nanded,143,781,924
2025-07,maharashtra,nandurbar,245,1856,2101
2025-07,maharashtra,nashik,1005,6530,7535
2025-07,maharashtra,palghar,277,2609,2886
2025-07,maharashtra,pune,3160,23831,26991
2025-07,maharashtra,raigad,256,2030,2286
2025-07,maharashtra,solapur,224,2532,2756
2025-07,maharashtra,thane,3032,24385,27417
2025-07,maharashtra,wardha,176,1207,1383
2025-07,maharashtra,yavatmal,73,818,891
2025-07,mizoram,champhai,41,389,430
2025-07,odisha,balangir,310,1906,2216
2025-07,odisha,kandhamal,648,3748,4396
2025-07,odisha,malkangiri,140,1870,2010
2025-07,puducherry,puducherry,248,1764,2012
2025-07,punjab,amritsar,1560,17010,18570
2025-07,punjab,bathinda,343,4118,4461
2025-07,punjab,faridkot,184,2858,3042
2025-07,punjab,fatehgarh sahib,148,2020,2168
2025-07,punjab,fazilka,641,7169,7810
2025-07,punjab,ferozepur,517,5609,6126
2025-07,punjab,gurdaspur,1969,13995,15964
2025-07,punjab,hoshiarpur,561,6216,6777
2025-07,punjab,jalandhar,268,2536,2804
2025-07,punjab,ludhiana,773,9531,10304
2025-07,punjab,malerkotla,404,4414,4818
2025-07,punjab,mansa,236,2400,2636
2025-07,punjab,moga,296,3410,3706
2025-07,punjab,pathankot,142,1026,1168
2025-07,punjab,patiala,1793,14535,16328
2025-07,punjab,rupnagar,166,1934,2100
2025-07,punjab,sas nagar (mohali),633,6527,7160
2025-07,punjab,sri muktsar sahib,143,1074,1217
2025-07,punjab,tarn taran,191,3546,3737
2025-07,rajasthan,ajmer,861,5744,6605
2025-07,rajasthan,alwar,816,5378,6194
2025-07,rajasthan,baran,545,3835,4380
2025-07,rajasthan,barmer,1134,6398,7532
2025-07,rajasthan,bharatpur,1431,9514,10945
2025-07,rajasthan,bikaner,482,3513,3995
2025-07,rajasthan,bundi,114,496,610
2025-07,rajasthan,chittorgarh,172,883,1055
2025-07,rajasthan,churu,626,4057,4683
2025-07,rajasthan,dausa,388,1852,2240
2025-07,rajasthan,dholpur,1111,4971,6082
2025-07,rajasthan,ganganagar,174,1141,1315
2025-07,rajasthan,hanumangarh,1041,7729,8770
2025-07,rajasthan,jaipur,2483,20394,22877
2025-07,rajasthan,jaisalmer,464,3040,3504
2025-07,rajasthan,jhalawar,643,2913,3556
2025-07,rajasthan,jodhpur,766,7137,7903
2025-07,rajasthan,kota,1033,5783,6816
2025-07,rajasthan,nagaur,170,948,1118
2025-07,rajasthan,pali,427,3234,3661
2025-07,rajasthan,pratapgarh,832,3932,4764
2025-07,rajasthan,rajsamand,499,3193,3692
2025-07,rajasthan,sawai madhopur,228,2158,2386
2025-07,rajasthan,sikar,241,1810,2051
2025-07,rajasthan,sirohi,639,4007,4646
2025-07,rajasthan,tonk,953,4947,5900
2025-07,rajasthan,udaipur,89,640,729
2025-07,tamil nadu,erode,115,865,980
2025-07,tamil nadu,kancheepuram,570,3988,4558
2025-07,tamil nadu,krishnagiri,629,3276,3905
2025-07,tamil nadu,tiruppur,277,1159,1436
2025-07,tamil nadu,tiruvallur,798,6448,7246
2025-07,tamil nadu,virudhunagar,584,4222,4806
2025-07,telangana,adilabad,212,1521,1733
2025-07,telangana,hyderabad,3520,24880,28400
2025-07,telangana,jangoan,102,1304,1406
2025-07,telangana,jogulamba gadwal,465,2489,2954
2025-07,telangana,k.v. rangareddy,2772,16292,19064
2025-07,telangana,kamareddy,326,2188,2514
2025-07,telangana,karimnagar,262,1934,2196
2025-07,telangana,khammam,272,1772,2044
2025-07,telangana,mahabubabad,71,764,835
2025-07,telangana,mahabubnagar,834,5121,5955
2025-07,telangana,medchal-malkajgiri,2035,10684,12719
2025-07,telangana,nalgonda,378,2920,3298
2025-07,telangana,nizamabad,298,2113,2411
2025-07,telangana,sangareddy,799,3755,4554
2025-07,telangana,siddipet,132,1038,1170
2025-07,telangana,suryapet,250,1908,2158
2025-07,telangana,vikarabad,606,2993,3599
2025-07,telangana,warangal urban,176,1481,1657
2025-07,telangana,yadadri.,370,2660,3030
2025-07,uttar pradesh,agra,415,3159,3574
2025-07,uttar pradesh,aligarh,1067,11142,12209
2025-07,uttar pradesh,amroha,894,8728,9622
2025-07,uttar pradesh,bara banki,392,2922,3314
2025-07,uttar pradesh,bareilly,1805,15633,17438
2025-07,uttar pradesh,bijnor,2387,23053,25440
2025-07,uttar pradesh,bulandshahr,1164,10338,11502
2025-07,uttar pradesh,firozabad,2672,26816,29488
2025-07,uttar pradesh,gautam buddha nagar,3087,28036,31123
2025-07,uttar pradesh,ghaziabad,1921,17038,18959
2025-07,uttar pradesh,kanpur nagar,528,5600,6128
2025-07,uttar pradesh,kaushambi,1102,6566,7668
2025-07,uttar pradesh,kushinagar,2168,14136,16304
2025-07,uttar pradesh,lucknow,1562,17852,19414
2025-07,uttar pradesh,mathura,346,2328,2674
2025-07,uttar pradesh,meerut,1044,10764,11808
2025-07,uttar pradesh,moradabad,1398,14732,16130
2025-07,uttar pradesh,muzaffarnagar,461,4255,4716
2025-07,uttar pradesh,pilibhit,1496,15942,17438
2025-07,uttar pradesh,prayagraj,260,1504,1764
2025-07,uttar pradesh,rampur,2286,26222,28508
2025-07,uttar pradesh,saharanpur,853,10548,11401
2025-07,uttar pradesh,shahjahanpur,1196,11243,12439
2025-07,uttar pradesh,shamli,736,5720,6456
2025-07,uttar pradesh,unnao,365,3185,3550
2025-07,uttarakhand,dehradun,451,5131,5582
2025-07,uttarakhand,nainital,1114,7892,9006
2025-07,uttarakhand,pauri garhwal,412,2840,3252
2025-07,uttarakhand,udham singh nagar,2568,17786,20354
2025-07,west bengal,bankura,243,2136,2379
2025-07,west bengal,birbhum,599,4139,4738
2025-07,west bengal,cooch behar,147,1096,1243
2025-07,west bengal,dakshin dinajpur,289,3397,3686
2025-07,west bengal,hooghly,258,2694,2952
2025-07,west bengal,malda,788,5951,6739
2025-07,west bengal,murshidabad,3911,34021,37932
2025-07,west bengal,paschim medinipur,467,4206,4673
2025-07,west bengal,purba bardhaman,179,1286,1465
2025-07,west bengal,purba medinipur,166,1117,1283
2025-07,west bengal,puruliya,347,3595,3942
2025-07,west bengal,south 24 parganas,2977,27871,30848
2025-07,west bengal,uttar dinajpur,3430,42515,45945
2025-09,andaman and nicobar islands,andamans,3,159,162
2025-09,andaman and nicobar islands,nicobar,2,149,151
2025-09,andaman and nicobar islands,north and middle andaman,10,240,250
2025-09,andaman and nicobar islands,south andaman,62,413,475
2025-09,andhra pradesh,adilabad,348,5241,5589
2025-09,andhra pradesh,alluri sitharama raju,219,1349,1568
2025-09,andhra pradesh,anakapalli,165,1411,1576
2025-09,andhra pradesh,anantapur,739,7908,8647
2025-09,andhra pradesh,ananthapur,384,2482,2866
2025-09,andhra pradesh,ananthapuramu,539,3291,3830
2025-09,andhra pradesh,annamayya,265,2058,2323
2025-09,andhra pradesh,bapatla,194,1372,1566
2025-09,andhra pradesh,chittoor,1870,14717,16587
2025-09,andhra pradesh,cuddapah,972,9688,10660
2025-09,andhra pradesh,dr. b. r. ambedkar konaseema,182,1790,1972
2025-09,andhra pradesh,east godavari,1669,17407,19076
2025-09,andhra pradesh,eluru,260,2284,2544
2025-09,andhra pradesh,guntur,1601,17049,18650
2025-09,andhra pradesh,hyderabad,469,4855,5324
2025-09,andhra pradesh,k.v. rangareddy,3,38,41
2025-09,andhra pradesh,k.v.rangareddy,5,108,113
2025-09,andhra pradesh,kakinada,307,2810,3117
2025-09,andhra pradesh,karim nagar,9,215,224
2025-09,andhra pradesh,karimnagar,131,1985,2116
2025-09,andhra pradesh,khammam,652,4545,5197
2025-09,andhra pradesh,krishna,1394,15227,16621
2025-09,andhra pradesh,kurnool,1604,12731,14335
2025-09,andhra pradesh,mahabub nagar,64,3115,3179
2025-09,andhra pradesh,mahabubnagar,0,11,11
2025-09,andhra pradesh,mahbubnagar,129,1847,1976
2025-09,andhra pradesh,medak,213,2032,2245
2025-09,andhra pradesh,n. t. r,416,3627,4043
2025-09,andhra pradesh,nalgonda,181,5811,5992
2025-09,andhra pradesh,nandyal,217,1555,1772
2025-09,andhra pradesh,nellore,876,9852,10728
2025-09,andhra pradesh,nizamabad,85,871,956
2025-09,andhra pradesh,palnadu,247,1869,2116
2025-09,andhra pradesh,parvathipuram manyam,96,848,944
2025-09,andhra pradesh,prakasam,1440,14937,16377
2025-09,andhra pradesh,rangareddi,381,2888,3269
2025-09,andhra pradesh,sri potti sriramulu nellore,353,2469,2822
2025-09,andhra pradesh,sri sathya sai,250,1802,2052
2025-09,andhra pradesh,srikakulam,1605,11473,13078
2025-09,andhra pradesh,tirupati,377,2762,3139
2025-09,andhra pradesh,visakhapatnam,1834,15181,17015
2025-09,andhra pradesh,vizianagaram,845,8074,8919
2025-09,andhra pradesh,warangal,359,5109,5468
2025-09,andhra pradesh,west godavari,1149,14790,15939
2025-09,andhra pradesh,y. s. r,310,2383,2693
2025-09,arunachal pradesh,anjaw,37,171,208
2025-09,arunachal pradesh,changlang,327,2017,2344
2025-09,arunachal pradesh,dibang valley,1,40,41
2025-09,arunachal pradesh,east kameng,126,614,740
2025-09,arunachal pradesh,east siang,135,615,750
2025-09,arunachal pradesh,kamle,43,190,233
2025-09,arunachal pradesh,kra daadi,53,84,137
2025-09,arunachal pradesh,kurung kumey,49,89,138
2025-09,arunachal pradesh,leparada,2,5,7
2025-09,arunachal pradesh,lohit,61,441,502
2025-09,arunachal pradesh,longding,96,453,549
2025-09,arunachal pradesh,lower dibang valley,35,221,256
2025-09,arunachal pradesh,lower siang,15,80,95
2025-09,arunachal pradesh,lower subansiri,51,375,426
2025-09,arunachal pradesh,namsai,79,500,579
2025-09,arunachal pradesh,pakke kessang,7,19,26
2025-09,arunachal pradesh,papum pare,171,825,996
2025-09,arunachal pradesh,shi-yomi,11,28,39
2025-09,arunachal pradesh,siang,58,150,208
2025-09,arunachal pradesh,tawang,72,188,260
2025-09,arunachal pradesh,tirap,12,176,188
2025-09,arunachal pradesh,upper siang,49,533,582
2025-09,arunachal pradesh,upper subansiri,87,184,271
2025-09,arunachal pradesh,west kameng,126,339,465
2025-09,arunachal pradesh,west siang,199,796,995
2025-09,assam,bajali,15,210,225
2025-09,assam,baksa,288,2192,2480
2025-09,assam,barpeta,1066,9856,10922
2025-09,assam,biswanath,173,1906,2079
2025-09,assam,bongaigaon,502,4784,5286
2025-09,assam,cachar,1027,12108,13135
2025-09,assam,charaideo,198,1986,2184
2025-09,assam,chirang,196,1898,2094
2025-09,assam,darrang,923,5467,6390
2025-09,assam,dhemaji,448,3981,4429
2025-09,assam,dhubri,1812,16503,18315
2025-09,assam,dibrugarh,524,6071,6595
2025-09,assam,dima hasao,2,47,49
2025-09,assam,goalpara,718,6764,7482
2025-09,assam,golaghat,465,4886,5351
2025-09,assam,hailakandi,511,4321,4832
2025-09,assam,hojai,606,4699,5305
2025-09,assam,jorhat,199,2956,3155
2025-09,assam,kamrup,847,8116,8963
2025-09,assam,kamrup metro,468,4178,4646
2025-09,assam,karbi anglong,551,9055,9606
2025-09,assam,karimganj,765,5799,6564
2025-09,assam,kokrajhar,329,2820,3149
2025-09,assam,lakhimpur,910,7043,7953
2025-09,assam,majuli,68,799,867
2025-09,assam,marigaon,1157,8063,9220
2025-09,assam,nagaon,1713,18902,20615
2025-09,assam,nalbari,512,3824,4336
2025-09,assam,north cachar hills,85,1014,1099
2025-09,assam,sibsagar,266,2395,2661
2025-09,assam,sonitpur,773,7921,8694
2025-09,assam,south salmara mankachar,220,4579,4799
2025-09,assam,sribhumi,22,823,845
2025-09,assam,tamulpur district,11,230,241
2025-09,assam,tinsukia,345,5280,5625
2025-09,assam,udalguri,261,2804,3065
2025-09,assam,west karbi anglong,13,242,255
2025-09,bihar,araria,1508,38396,39904
2025-09,bihar,arwal,418,6882,7300
