year_month,state_final,district_norm,age_0_5,age_5_17,age_18_greater,total_enrolments
2025-09,sikkim,namchi,1,4,6,11
2025-09,sikkim,north,10,7,0,17
2025-09,sikkim,northsikkim,15,4,0,19
2025-09,sikkim,south,45,58,1,104
2025-09,sikkim,southsikkim,32,38,0,70
2025-09,sikkim,west,39,54,2,95
2025-09,sikkim,westsikkim,50,42,4,96
2025-09,tamil nadu,ariyalur,657,97,0,754
2025-09,tamil nadu,chengalpattu,272,57,16,345
2025-09,tamil nadu,chennai,2418,711,27,3156
2025-09,tamil nadu,coimbatore,2466,566,12,3044
2025-09,tamil nadu,cuddalore,2753,364,0,3117
2025-09,tamil nadu,dharmapuri,1472,253,0,1725
2025-09,tamil nadu,dindigul,1809,526,2,2337
2025-09,tamil nadu,erode,1879,320,0,2199
2025-09,tamil nadu,kallakurichi,213,26,1,240
2025-09,tamil nadu,kancheepuram,3306,1071,16,4393
2025-09,tamil nadu,kanniyakumari,816,51,0,867
2025-09,tamil nadu,kanyakumari,660,32,3,695
2025-09,tamil nadu,karur,1309,248,1,1558
2025-09,tamil nadu,krishnagiri,1447,224,1,1672
2025-09,tamil nadu,madurai,3504,367,6,3877
2025-09,tamil nadu,mayiladuthurai,180,22,0,202
2025-09,tamil nadu,nagapattinam,1256,261,0,1517
2025-09,tamil nadu,namakkal,1827,161,3,1991
2025-09,tamil nadu,namakkal*,0,1,0,1
2025-09,tamil nadu,perambalur,703,72,0,775
2025-09,tamil nadu,pudukkottai,2009,574,1,2584
2025-09,tamil nadu,ramanathapuram,1095,163,0,1258
2025-09,tamil nadu,ranipet,30,6,0,36
2025-09,tamil nadu,salem,2872,457,2,3331
2025-09,tamil nadu,sivaganga,1314,168,0,1482
2025-09,tamil nadu,tenkasi,380,43,0,423
2025-09,tamil nadu,thanjavur,2152,517,3,2672
2025-09,tamil nadu,theni,1060,197,0,1257
2025-09,tamil nadu,thenilgiris,469,114,1,584
2025-09,tamil nadu,thiruvallur,58,13,0,71
2025-09,tamil nadu,thiruvarur,1170,296,1,1467
2025-09,tamil nadu,thoothukkudi,1458,229,0,1687
2025-09,tamil nadu,tiruchirappalli,3430,491,1,3922
2025-09,tamil nadu,tirunelveli,2835,468,0,3303
2025-09,tamil nadu,tirupathur,4,0,0,4
2025-09,tamil nadu,tirupattur,301,20,0,321
2025-09,tamil nadu,tiruppur,1849,350,0,2199
2025-09,tamil nadu,tiruvallur,2922,772,9,3703
2025-09,tamil nadu,tiruvannamalai,2449,274,4,2727
2025-09,tamil nadu,tiruvarur,1,0,0,1
2025-09,tamil nadu,tuticorin,1,0,0,1
2025-09,tamil nadu,vellore,2703,359,0,3062
2025-09,tamil nadu,villupuram,1833,282,0,2115
2025-09,tamil nadu,viluppuram,1398,244,0,1642
2025-09,tamil nadu,virudhunagar,1692,198,1,1891
2025-09,telangana,adilabad,1022,189,0,1211
2025-09,telangana,bhadradrikothagudem,688,189,1,878
2025-09,telangana,hanumakonda,333,34,0,367
2025-09,telangana,hyderabad,3790,1074,78,4942
2025-09,telangana,jagitial,562,40,0,602
2025-09,telangana,jangaon,19,7,0,26
2025-09,telangana,jangoan,365,56,0,421
2025-09,telangana,jayashankarbhupalpally,238,60,0,298
2025-09,telangana,jogulambagadwal,547,79,0,626
2025-09,telangana,k.v.rangareddy,4459,1269,41,5769
2025-09,telangana,kamareddy,680,65,0,745
2025-09,telangana,karimnagar,1866,288,1,2155
2025-09,telangana,khammam,985,629,2,1616
2025-09,telangana,komarambheem,386,85,0,471
2025-09,telangana,mahabubabad,457,83,1,541
2025-09,telangana,mahabubnagar,3115,994,2,4111
2025-09,telangana,mancherial,329,69,1,399
2025-09,telangana,medak,2228,558,1,2787
2025-09,telangana,medchal-malkajgiri,905,277,16,1198
2025-09,telangana,medchal?malkajgiri,0,1,0,1
2025-09,telangana,medchal−malkajgiri,135,37,2,174
2025-09,telangana,mulugu,261,88,0,349
2025-09,telangana,nagarkurnool,467,111,0,578
2025-09,telangana,nalgonda,2041,470,0,2511
2025-09,telangana,narayanpet,441,76,0,517
2025-09,telangana,nirmal,531,41,0,572
2025-09,telangana,nizamabad,2344,203,1,2548
2025-09,telangana,peddapalli,197,31,1,229
2025-09,telangana,rajannasircilla,262,21,0,283
2025-09,telangana,rangareddy,79,16,1,96
2025-09,telangana,sangareddy,729,154,3,886
2025-09,telangana,siddipet,596,49,0,645
2025-09,telangana,suryapet,641,137,0,778
2025-09,telangana,vikarabad,764,185,0,949
2025-09,telangana,wanaparthy,443,120,0,563
2025-09,telangana,warangal,920,201,0,1121
2025-09,telangana,warangal(urban),3,1,0,4
2025-09,telangana,warangalrural,216,19,0,235
2025-09,telangana,warangalurban,217,22,1,240
2025-09,telangana,yadadri.,537,103,0,640
2025-09,tripura,dhalai,258,199,0,457
2025-09,tripura,dhalai*,16,1,0,17
2025-09,tripura,gomati,122,52,0,174
2025-09,tripura,khowai,51,36,12,99
2025-09,tripura,northtripura,319,125,4,448
2025-09,tripura,sepahijala,255,132,0,387
2025-09,tripura,southtripura,416,256,0,672
2025-09,tripura,unakoti,119,56,1,176
2025-09,tripura,westtripura,471,215,5,691
2025-09,uttar pradesh,agra,3078,2629,57,5764
2025-09,uttar pradesh,aligarh,2267,2037,51,4355
2025-09,uttar pradesh,allahabad,2828,2582,2,5412
2025-09,uttar pradesh,ambedkarnagar,1387,1778,13,3178
2025-09,uttar pradesh,amethi,1436,1468,8,2912
2025-09,uttar pradesh,amroha,1460,720,11,2191
2025-09,uttar pradesh,auraiya,840,649,3,1492
2025-09,uttar pradesh,ayodhya,298,111,0,409
2025-09,uttar pradesh,azamgarh,1883,4129,16,6028
2025-09,uttar pradesh,baghpat,1096,1184,34,2314
2025-09,uttar pradesh,bahraich,2606,4385,381,7372
2025-09,uttar pradesh,ballia,1401,2137,4,3542
2025-09,uttar pradesh,balrampur,849,1598,13,2460
2025-09,uttar pradesh,banda,979,1472,10,2461
2025-09,uttar pradesh,barabanki,2320,1540,21,3881
2025-09,uttar pradesh,bareilly,3019,2296,43,5358
2025-09,uttar pradesh,basti,1486,1760,14,3260
2025-09,uttar pradesh,bhadohi,106,102,1,209
2025-09,uttar pradesh,bijnor,3164,1300,2,4466
2025-09,uttar pradesh,budaun,2091,2180,104,4375
2025-09,uttar pradesh,bulandshahar,40,26,0,66
2025-09,uttar pradesh,bulandshahr,2691,2361,32,5084
2025-09,uttar pradesh,chandauli,1329,1488,22,2839
2025-09,uttar pradesh,chitrakoot,924,796,6,1726
2025-09,uttar pradesh,deoria,1694,1899,10,3603
2025-09,uttar pradesh,etah,956,686,10,1652
2025-09,uttar pradesh,etawah,1155,994,14,2163
2025-09,uttar pradesh,faizabad,1576,1293,1,2870
2025-09,uttar pradesh,farrukhabad,843,1069,17,1929
2025-09,uttar pradesh,fatehpur,1641,1516,13,3170
2025-09,uttar pradesh,firozabad,1380,1269,21,2670
2025-09,uttar pradesh,gautambuddhanagar,1489,1627,54,3170
2025-09,uttar pradesh,ghaziabad,2979,2524,71,5574
2025-09,uttar pradesh,ghazipur,1772,3069,26,4867
2025-09,uttar pradesh,gonda,2144,2479,66,4689
2025-09,uttar pradesh,gorakhpur,1898,3260,27,5185
2025-09,uttar pradesh,hamirpur,777,584,10,1371
2025-09,uttar pradesh,hapur,904,553,5,1462
2025-09,uttar pradesh,hardoi,2670,2696,49,5415
2025-09,uttar pradesh,hathras,1017,796,16,1829
2025-09,uttar pradesh,jalaun,756,986,22,1764
2025-09,uttar pradesh,jaunpur,1516,3510,9,5035
2025-09,uttar pradesh,jhansi,1477,1050,10,2537
2025-09,uttar pradesh,jyotibaphulenagar,17,9,0,26
2025-09,uttar pradesh,kannauj,1040,1194,32,2266
2025-09,uttar pradesh,kanpurdehat,1028,1043,16,2087
2025-09,uttar pradesh,kanpurnagar,2581,3142,71,5794
2025-09,uttar pradesh,kasganj,654,653,49,1356
2025-09,uttar pradesh,kaushambi,1109,1033,4,2146
2025-09,uttar pradesh,kheri,2812,3982,110,6904
2025-09,uttar pradesh,kushinagar,1561,2351,6,3918
2025-09,uttar pradesh,kushinagar*,0,1,0,1
2025-09,uttar pradesh,lalitpur,1070,557,24,1651
2025-09,uttar pradesh,lucknow,3575,2913,11,6499
2025-09,uttar pradesh,maharajganj,1239,2556,35,3830
2025-09,uttar pradesh,mahoba,699,539,5,1243
2025-09,uttar pradesh,mahrajganj,2,3,0,5
2025-09,uttar pradesh,mainpuri,1193,1907,17,3117
2025-09,uttar pradesh,mathura,1646,1798,10,3454
2025-09,uttar pradesh,mau,963,2152,14,3129
2025-09,uttar pradesh,meerut,2889,2090,20,4999
2025-09,uttar pradesh,mirzapur,1387,1782,1,3170
2025-09,uttar pradesh,moradabad,2568,1027,19,3614
2025-09,uttar pradesh,muzaffarnagar,1794,1196,3,2993
2025-09,uttar pradesh,pilibhit,1483,800,22,2305
2025-09,uttar pradesh,pratapgarh,2127,1927,11,4065
2025-09,uttar pradesh,prayagraj,326,249,8,583
2025-09,uttar pradesh,raebareli,1849,1500,16,3365
2025-09,uttar pradesh,rampur,1741,1247,27,3015
2025-09,uttar pradesh,saharanpur,2694,1165,6,3865
2025-09,uttar pradesh,sambhal,1571,1476,42,3089
2025-09,uttar pradesh,santkabirnagar,758,1215,5,1978
2025-09,uttar pradesh,santravidasnagar,636,1034,1,1671
2025-09,uttar pradesh,santravidasnagarbhadohi,14,18,0,32
2025-09,uttar pradesh,shahjahanpur,1948,1902,57,3907
2025-09,uttar pradesh,shamli,1407,833,6,2246
2025-09,uttar pradesh,shrawasti,524,1056,46,1626
2025-09,uttar pradesh,siddharthnagar,1326,2270,130,3726
2025-09,uttar pradesh,sitapur,3166,3284,102,6552
2025-09,uttar pradesh,sonbhadra,1322,963,5,2290
2025-09,uttar pradesh,sultanpur,1472,2058,15,3545
2025-09,uttar pradesh,unnao,1789,1863,74,3726
2025-09,uttar pradesh,varanasi,1948,3218,16,5182
2025-09,uttarakhand,almora,355,45,3,403
2025-09,uttarakhand,bageshwar,219,22,0,241
2025-09,uttarakhand,chamoli,336,35,2,373
2025-09,uttarakhand,champawat,280,37,0,317
2025-09,uttarakhand,dehradun,1918,301,2,2221
2025-09,uttarakhand,garhwal,18,1,0,19
2025-09,uttarakhand,hardwar,33,14,0,47
2025-09,uttarakhand,haridwar,1185,407,8,1600
2025-09,uttarakhand,nainital,886,139,4,1029
2025-09,uttarakhand,paurigarhwal,551,58,2,611
2025-09,uttarakhand,pithoragarh,376,48,2,426
2025-09,uttarakhand,rudraprayag,279,34,0,313
2025-09,uttarakhand,tehrigarhwal,745,122,2,869
2025-09,uttarakhand,udhamsinghnagar,1834,397,2,2233
2025-09,uttarakhand,uttarkashi,208,44,2,254
2025-09,west bengal,alipurduar,240,120,17,377
2025-09,west bengal,bankura,2931,851,43,3825
2025-09,west bengal,barddhaman,5014,1159,5,6178
2025-09,west bengal,bardhaman,534,165,0,699
2025-09,west bengal,birbhum,3927,580,8,4515
2025-09,west bengal,coochbehar,2203,997,44,3244
2025-09,west bengal,dakshindinajpur,2345,452,39,2836
2025-09,west bengal,darjeeling,896,450,56,1402
2025-09,west bengal,darjiling,232,102,0,334
2025-09,west bengal,eastmidnapore,640,134,1,775
2025-09,west bengal,eastmidnapur,1,0,0,1
2025-09,west bengal,haora,788,368,0,1156
2025-09,west bengal,hawrah,0,1,0,1
2025-09,west bengal,hooghiy,1,0,0,1
2025-09,west bengal,hooghly,3981,1542,82,5605
2025-09,west bengal,howrah,3046,1158,33,4237
2025-09,west bengal,hugli,59,15,0,74
2025-09,west bengal,jalpaiguri,1783,1409,65,3257
2025-09,west bengal,jhargram,270,69,10,349
2025-09,west bengal,kalimpong,34,28,22,84
2025-09,west bengal,kochbihar,871,489,3,1363
2025-09,west bengal,kolkata,1479,1289,100,2868
2025-09,west bengal,malda,4328,1413,19,5760
2025-09,west bengal,maldah,456,242,0,698
2025-09,west bengal,medinipur,8,1,0,9
2025-09,west bengal,murshidabad,12270,1592,15,13877
2025-09,west bengal,nadia,4039,998,100,5137
2025-09,west bengal,north24parganas,8255,2149,238,10642
2025-09,west bengal,northdinajpur,91,33,0,124
2025-09,west bengal,northtwentyfourparganas,485,157,2,644
2025-09,west bengal,paschimbardhaman,330,129,22,481
2025-09,west bengal,paschimmedinipur,5425,1590,28,7043
2025-09,west bengal,purbabardhaman,932,123,22,1077
2025-09,west bengal,purbamedinipur,5084,514,17,5615
2025-09,west bengal,purulia,237,92,0,329
2025-09,west bengal,puruliya,3952,1353,40,5345
2025-09,west bengal,south24parganas,6981,2419,59,9459
2025-09,west bengal,southdinajpur,166,23,0,189
2025-09,west bengal,southtwentyfourparganas,797,316,3,1116
2025-09,west bengal,uttardinajpur,5458,2585,40,8083
2025-09,west bengal,westmidnapore,626,221,1,848
2025-10,Unknown/Invalid,100000,0,1,0,1
2025-10,andaman and nicobar islands,andamans,15,0,0,15
2025-10,andaman and nicobar islands,nicobar,6,4,0,10
2025-10,andaman and nicobar islands,northandmiddleandaman,20,1,0,21
2025-10,andaman and nicobar islands,southandaman,33,3,0,36
2025-10,andhra pradesh,adilabad,236,71,1,308
2025-10,andhra pradesh,allurisitharamaraju,265,26,4,295
2025-10,andhra pradesh,anakapalli,86,4,0,90
2025-10,andhra pradesh,anantapur,979,80,0,1059
2025-10,andhra pradesh,ananthapur,418,39,0,457
2025-10,andhra pradesh,ananthapuramu,669,42,1,712
2025-10,andhra pradesh,annamayya,164,15,6,185
2025-10,andhra pradesh,bapatla,75,11,2,88
2025-10,andhra pradesh,chittoor,1620,165,5,1790
2025-10,andhra pradesh,cuddapah,1206,83,0,1289
2025-10,andhra pradesh,dr.b.r.ambedkarkonaseema,99,9,1,109
2025-10,andhra pradesh,eastgodavari,1361,126,1,1488
2025-10,andhra pradesh,eluru,100,10,1,111
2025-10,andhra pradesh,guntur,1514,219,1,1734
2025-10,andhra pradesh,hyderabad,967,280,0,1247
2025-10,andhra pradesh,k.v.rangareddy,16,9,0,25
2025-10,andhra pradesh,kakinada,169,28,2,199
2025-10,andhra pradesh,karimnagar,164,28,0,192
2025-10,andhra pradesh,khammam,201,59,0,260
2025-10,andhra pradesh,krishna,1127,140,3,1270
2025-10,andhra pradesh,kurnool,2561,212,2,2775
2025-10,andhra pradesh,mahabubnagar,271,102,0,373
2025-10,andhra pradesh,mahbubnagar,124,65,0,189
2025-10,andhra pradesh,medak,277,67,0,344
2025-10,andhra pradesh,n.t.r,149,20,5,174
2025-10,andhra pradesh,nalgonda,240,50,0,290
2025-10,andhra pradesh,nandyal,194,16,0,210
2025-10,andhra pradesh,nellore,884,174,0,1058
2025-10,andhra pradesh,nizamabad,138,19,0,157
2025-10,andhra pradesh,palnadu,148,17,1,166
2025-10,andhra pradesh,parvathipurammanyam,103,14,2,119
2025-10,andhra pradesh,prakasam,1290,217,2,1509
2025-10,andhra pradesh,rangareddi,355,120,0,475
2025-10,andhra pradesh,srikakulam,861,34,1,896
2025-10,andhra pradesh,sripottisriramulunellore,128,134,70,332
2025-10,andhra pradesh,srisathyasai,200,9,1,210
2025-10,andhra pradesh,tirupati,130,83,20,233
2025-10,andhra pradesh,visakhapatnam,1525,88,1,1614
2025-10,andhra pradesh,vizianagaram,739,40,0,779
2025-10,andhra pradesh,warangal,231,63,0,294
2025-10,andhra pradesh,westgodavari,1015,91,6,1112
2025-10,andhra pradesh,y.s.r,151,6,1,158
2025-10,arunachal pradesh,anjaw,1,2,0,3
2025-10,arunachal pradesh,changlang,76,117,1,194
2025-10,arunachal pradesh,dibangvalley,3,1,0,4
2025-10,arunachal pradesh,eastkameng,18,21,0,39
2025-10,arunachal pradesh,eastsiang,21,21,0,42
2025-10,arunachal pradesh,kamle,0,1,0,1
2025-10,arunachal pradesh,kradaadi,7,15,0,22
2025-10,arunachal pradesh,kurungkumey,7,11,0,18
2025-10,arunachal pradesh,lohit,18,23,0,41
2025-10,arunachal pradesh,longding,12,59,0,71
2025-10,arunachal pradesh,lowerdibangvalley,17,11,0,28
2025-10,arunachal pradesh,lowersiang,0,4,0,4
2025-10,arunachal pradesh,lowersubansiri,6,16,0,22
2025-10,arunachal pradesh,namsai,20,15,1,36
2025-10,arunachal pradesh,pakkekessang,1,0,0,1
2025-10,arunachal pradesh,papumpare,56,66,0,122
2025-10,arunachal pradesh,shi-yomi,2,5,0,7
2025-10,arunachal pradesh,siang,4,11,0,15
2025-10,arunachal pradesh,tawang,20,10,2,32
2025-10,arunachal pradesh,tirap,19,9,0,28
2025-10,arunachal pradesh,uppersiang,6,9,0,15
2025-10,arunachal pradesh,uppersubansiri,14,16,1,31
2025-10,arunachal pradesh,westkameng,32,14,0,46
2025-10,arunachal pradesh,westsiang,27,16,0,43
2025-10,assam,bajali,4,0,0,4
2025-10,assam,baksa,408,128,90,626
2025-10,assam,barpeta,1303,408,25,1736
2025-10,assam,biswanath,148,72,1,221
2025-10,assam,bongaigaon,313,81,28,422
2025-10,assam,cachar,1150,427,304,1881
2025-10,assam,charaideo,106,63,0,169
2025-10,assam,chirang,145,83,1,229
2025-10,assam,darrang,672,306,107,1085
2025-10,assam,dhemaji,267,140,257,664
2025-10,assam,dhubri,1260,458,108,1826
2025-10,assam,dibrugarh,362,174,144,680
2025-10,assam,dimahasao,0,7,2,9
2025-10,assam,goalpara,750,224,22,996
2025-10,assam,golaghat,297,223,216,736
2025-10,assam,hailakandi,562,176,116,854
2025-10,assam,hojai,539,196,1,736
2025-10,assam,jorhat,493,136,119,748
2025-10,assam,kamrup,1015,344,166,1525
2025-10,assam,kamrupmetro,421,290,384,1095
2025-10,assam,karbianglong,327,325,174,826
2025-10,assam,karimganj,1003,490,5,1498
2025-10,assam,kokrajhar,255,132,113,500
2025-10,assam,lakhimpur,629,190,55,874
2025-10,assam,majuli,32,20,0,52
2025-10,assam,marigaon,666,231,52,949
2025-10,assam,nagaon,1261,513,57,1831
2025-10,assam,nalbari,605,194,34,833
2025-10,assam,northcacharhills,99,54,1,154
2025-10,assam,sibsagar,314,95,190,599
2025-10,assam,sonitpur,1080,467,5,1552
2025-10,assam,southsalmaramankachar,207,48,0,255
2025-10,assam,sribhumi,20,5,1,26
2025-10,assam,tamulpurdistrict,8,5,0,13
2025-10,assam,tinsukia,385,238,9,632
2025-10,assam,udalguri,479,181,29,689
2025-10,assam,westkarbianglong,12,40,46,98
2025-10,bihar,araria,2809,1382,24,4215
2025-10,bihar,arwal,183,571,9,763
2025-10,bihar,aurangabad,645,1603,21,2269
2025-10,bihar,aurangabad(bh),7,13,0,20
2025-10,bihar,banka,1330,870,20,2220
2025-10,bihar,begusarai,1526,969,23,2518
2025-10,bihar,bhabua,4,3,0,7
2025-10,bihar,bhagalpur,1281,1106,61,2448
2025-10,bihar,bhojpur,657,2244,22,2923
2025-10,bihar,buxar,561,1141,29,1731
2025-10,bihar,darbhanga,2224,1266,32,3522
2025-10,bihar,eastchamparan,1268,2409,127,3804
2025-10,bihar,gaya,996,3134,104,4234
2025-10,bihar,gopalganj,764,1426,31,2221
2025-10,bihar,jamui,905,946,50,1901
2025-10,bihar,jehanabad,195,829,49,1073
2025-10,bihar,kaimur(bhabua),465,606,14,1085
2025-10,bihar,katihar,2521,916,23,3460
2025-10,bihar,khagaria,817,729,12,1558
2025-10,bihar,kishanganj,2017,536,6,2559
2025-10,bihar,lakhisarai,247,285,17,549
2025-10,bihar,madhepura,981,1028,10,2019
2025-10,bihar,madhubani,2477,2035,125,4637
2025-10,bihar,monghyr,4,4,0,8
2025-10,bihar,munger,377,470,21,868
2025-10,bihar,muzaffarpur,1648,1596,111,3355
2025-10,bihar,nalanda,619,1894,26,2539
2025-10,bihar,nawada,489,2508,64,3061
2025-10,bihar,pashchimchamparan,4,6,0,10
2025-10,bihar,patna,921,2146,159,3226
2025-10,bihar,purbachamparan,14,14,0,28
2025-10,bihar,purnea,33,13,0,46
2025-10,bihar,purnia,3070,1471,24,4565
2025-10,bihar,rohtas,474,962,44,1480
2025-10,bihar,saharsa,1087,1193,34,2314
2025-10,bihar,samastipur,2262,1433,42,3737
2025-10,bihar,samstipur,11,5,0,16
2025-10,bihar,saran,1566,3234,32,4832
2025-10,bihar,sheikhpura,258,505,5,768
2025-10,bihar,sheikpura,2,1,0,3
2025-10,bihar,sheohar,470,230,1,701
2025-10,bihar,sitamarhi,1814,1317,62,3193
2025-10,bihar,siwan,1327,1856,42,3225
2025-10,bihar,supaul,1698,1275,46,3019
2025-10,bihar,vaishali,1964,2249,20,4233
2025-10,bihar,westchamparan,1305,2492,149,3946
2025-10,chandigarh,chandigarh,429,44,0,473
2025-10,chhattisgarh,balod,324,15,0,339
2025-10,chhattisgarh,balodabazar,791,81,2,874
2025-10,chhattisgarh,balrampur,614,152,0,766
2025-10,chhattisgarh,bastar,595,309,1,905
2025-10,chhattisgarh,bemetara,460,63,3,526
2025-10,chhattisgarh,bijapur,242,176,74,492
2025-10,chhattisgarh,bilaspur,1429,269,2,1700
2025-10,chhattisgarh,dakshinbastardantewada,69,32,17,118
2025-10,chhattisgarh,dantewada,38,10,0,48
2025-10,chhattisgarh,dhamtari,350,17,0,367
2025-10,chhattisgarh,durg,355,50,1,406
2025-10,chhattisgarh,gariyaband,244,38,2,284
2025-10,chhattisgarh,gaurela-pendra-marwahi,28,8,2,38
2025-10,chhattisgarh,janjgir-champa,830,115,0,945
2025-10,chhattisgarh,janjgirchampa,3,2,0,5
2025-10,chhattisgarh,jashpur,295,134,0,429
2025-10,chhattisgarh,kabeerdham,183,15,0,198
2025-10,chhattisgarh,kanker,255,43,1,299
2025-10,chhattisgarh,kawardha,395,52,0,447
2025-10,chhattisgarh,khairagarhchhuikhadangandai,33,9,0,42
2025-10,chhattisgarh,kondagaon,403,210,1,614
2025-10,chhattisgarh,korba,726,155,5,886
2025-10,chhattisgarh,koriya,287,138,0,425
2025-10,chhattisgarh,mahasamund,577,138,5,720
2025-10,chhattisgarh,manendragarh–chirmiri–bharatpur,51,15,0,66
2025-10,chhattisgarh,mohla-manpur-ambagarhchouki,36,17,0,53
2025-10,chhattisgarh,mungeli,590,95,0,685
2025-10,chhattisgarh,narayanpur,79,54,0,133
2025-10,chhattisgarh,raigarh,547,82,4,633
2025-10,chhattisgarh,raipur,1071,168,0,1239
2025-10,chhattisgarh,rajnandgaon,699,39,0,738
2025-10,chhattisgarh,sakti,63,13,0,76
2025-10,chhattisgarh,sarangarh-bilaigarh,29,3,0,32
2025-10,chhattisgarh,sukma,120,79,0,199
2025-10,chhattisgarh,surajpur,450,136,0,586
2025-10,chhattisgarh,surguja,517,96,0,613
2025-10,chhattisgarh,uttarbastarkanker,123,35,8,166
2025-10,dadra and nagar haveli and daman and diu,dadra&nagarhaveli,4,0,0,4
2025-10,dadra and nagar haveli and daman and diu,dadraandnagarhaveli,107,14,0,121
2025-10,dadra and nagar haveli and daman and diu,daman,10,2,0,12
2025-10,dadra and nagar haveli and daman and diu,diu,16,0,0,16
2025-10,delhi,centraldelhi,287,74,15,376
2025-10,delhi,eastdelhi,855,198,11,1064
2025-10,delhi,najafgarh,3,0,0,3
2025-10,delhi,newdelhi,22,3,3,28
2025-10,delhi,northdelhi,373,112,3,488
2025-10,delhi,northeast,261,82,0,343
2025-10,delhi,northeastdelhi,954,374,3,1331
2025-10,delhi,northwestdelhi,1657,409,37,2103
2025-10,delhi,shahdara,45,16,2,63
2025-10,delhi,southdelhi,1599,382,32,2013
2025-10,delhi,southeastdelhi,3,3,1,7
2025-10,delhi,southwestdelhi,995,225,35,1255
2025-10,delhi,westdelhi,1028,254,23,1305
2025-10,goa,northgoa,216,23,6,245
2025-10,goa,southgoa,159,24,4,187
2025-10,gujarat,ahmadabad,91,36,0,127
2025-10,gujarat,ahmedabad,1587,744,77,2408
2025-10,gujarat,amreli,291,39,41,371
2025-10,gujarat,anand,555,65,82,702
2025-10,gujarat,arvalli,152,18,12,182
2025-10,gujarat,banaskantha,760,384,151,1295
2025-10,gujarat,bharuch,447,61,9,517
2025-10,gujarat,bhavnagar,694,89,87,870
2025-10,gujarat,botad,71,15,21,107
2025-10,gujarat,chhotaudepur,92,35,37,164
2025-10,gujarat,dahod,464,225,82,771
2025-10,gujarat,devbhumidwarka,135,22,44,201
2025-10,gujarat,dohad,151,57,0,208
